Well D,District,Taluka,Location,Type,pH,EC,TDS,CO3,HCO3,CL,NO3,SO4,F,Alk,Ca,Mg,TH,Na,K,SAR,Arsenic,Unnamed: 23
W224800073484501,Panchmahals,MORWA (HADAF),Santroad,Dug Well,8.26,697.0,467.0,0.0,293.0,57.0,16.0,4.0,1.15,240.0,60.0,17.0,220.0,56.0,2.2,1.64,,
W230900073463001,Panchmahals,SANTRAMPUR,Gadhar,Dug Well,8.06,747.0,500.0,0.0,207.0,107.0,40.0,15.0,1.15,170.0,76.0,10.0,230.0,66.0,3.3,1.89,,
W231130073543001,Panchmahals,SANTRAMPUR,Santrampur 1,Dug Well,8.22,904.0,606.0,0.0,268.0,135.0,19.0,19.0,1.71,220.0,68.0,12.0,230.0,102.0,1.3,2.92,,
W225715073373001,Panchmahals,SHEHERA,Shehra,Dug Well,8.27,1754.0,1175.0,0.0,708.0,163.0,55.0,35.0,0.82,580.0,40.0,32.0,230.0,246.0,100.2,7.05,4.0,
W224940073364501,Panchmahals,GODHRA,Chhabanpur,Dug Well,8.16,759.0,509.0,0.0,244.0,99.0,48.0,17.0,0.82,200.0,68.0,15.0,230.0,78.0,2.0,2.24,3.0,
W224531073302401,Panchmahals,Kalol,Dhanol,Dug Well,8.6,1914.0,1282.0,85.0,634.0,241.0,46.0,17.0,2.8,661.0,20.0,12.0,100.0,445.0,1.9,19.35,1.0,
W224615073380001,Panchmahals,GODHRA,Godhra2,Dug Well,7.19,71.0,48.0,0.0,49.0,14.0,7.0,2.0,0.15,40.0,16.0,0.0,40.0,13.0,0.0,0.89,,
W224734073362401,Panchmahals,GODHRA,Godhra UR_1,Dug Well,8.26,828.0,555.0,0.0,342.0,92.0,21.0,11.0,0.82,280.0,40.0,34.0,240.0,93.0,1.6,2.61,,
,Panchmahals,JAMBUGODHA,Jambughora,Dug Well,8.11,975.0,653.0,0.0,305.0,149.0,35.0,7.0,0.95,250.0,64.0,19.0,240.0,120.0,2.8,3.37,1.0,
W222405073410601,Panchmahals,JAMBUGODHA,Javan,Dug Well,8.2,487.0,326.0,0.0,159.0,64.0,8.0,14.0,0.7,130.0,44.0,12.0,160.0,39.0,13.4,1.34,,
W230343073371301,Panchmahals,LUNAWADA,Jokha,Dug Well,8.27,997.0,668.0,0.0,451.0,78.0,12.0,18.0,1.25,370.0,80.0,7.0,230.0,130.0,7.6,3.73,,
W223601073263601,Panchmahals,KALOL,Kalol UR_1,Dug Well,8.45,1259.0,844.0,96.0,390.0,135.0,22.0,17.0,0.6,480.0,92.0,56.0,460.0,115.0,4.1,2.33,1.0,
W223523073270501,Panchmahals,KALOL,Kalol UR_2,Dug Well,8.26,1506.0,1009.0,0.0,488.0,192.0,95.0,14.0,1.03,400.0,112.0,32.0,410.0,165.0,1.0,3.54,,
W223944073300101,Panchmahals,GODHRA,Khadki Vadiya,Dug Well,8.28,1254.0,840.0,0.0,586.0,99.0,3.0,17.0,1.8,480.0,36.0,54.0,310.0,155.0,1.4,3.83,,
W232212073403801,Panchmahals,KHANPUR,Khanpur,Dug Well,8.15,665.0,446.0,0.0,244.0,71.0,52.0,3.0,0.65,200.0,52.0,27.0,240.0,50.0,1.1,1.4,,
W231042073390801,Panchmahals,LUNAWADA,Kantha,Dug Well,8.2,708.0,474.0,0.0,305.0,71.0,9.0,11.0,1.05,250.0,40.0,15.0,160.0,98.0,1.7,3.37,2.0,
W224800073484501,Panchmahals,MORWA (HADAF),Natapur,Dug Well,8.24,773.0,518.0,0.0,305.0,85.0,13.0,6.0,1.6,250.0,68.0,5.0,190.0,93.0,2.3,2.93,,
W231340073583701,Panchmahals,FATEPURA,Sarsava,Dug Well,8.02,624.0,418.0,0.0,268.0,36.0,21.0,12.0,0.8,220.0,48.0,19.0,200.0,47.0,1.9,1.44,2.0,
W230344073510301,Panchmahals,MORWA (HADAF),Suliyat,Dug Well,8.28,927.0,621.0,0.0,306.0,128.0,25.0,59.0,1.0,251.0,96.0,12.0,290.0,105.0,6.5,2.68,,
W234150072041001,Patan,CHANASMA,Dharmoda,Dug Well,8.49,1011.0,677.0,96.0,183.0,57.0,6.0,112.0,0.0,310.0,36.0,22.0,180.0,153.0,35.0,4.96,15.0,
W233930072164501,Patan,CHANASMA,Dhinoj,Dug Well,8.26,2200.0,1474.0,0.0,683.0,277.0,14.0,60.0,0.0,560.0,104.0,46.0,450.0,228.0,70.0,4.67,3.0,
W235100072060001,Patan,PATAN,Patan2,Dug Well,7.96,3977.0,2665.0,0.0,915.0,638.0,245.0,171.0,1.5,750.0,140.0,192.0,1150.0,410.0,46.0,5.26,15.0,
W234600072151501,Patan,PATAN,Sander,DCB,8.41,631.0,423.0,72.0,159.0,43.0,4.0,15.0,0.0,250.0,48.0,24.0,220.0,51.0,11.7,1.49,,
W234645072094501,Patan,PATAN,Shankhari,Dug Well,8.4,778.0,521.0,108.0,49.0,50.0,4.0,102.0,1.1,220.0,36.0,22.0,180.0,103.0,9.7,3.34,,
W234930071365002,Patan,RADHANPUR,Radhanpur2,Dug Well,8.22,2800.0,1876.0,0.0,659.0,674.0,13.0,24.0,1.1,540.0,160.0,36.0,550.0,456.0,37.0,8.45,16.0,
W233540071465001,Patan,SAMI,Moti chander,Dug Well,7.54,29200.0,19564.0,0.0,769.0,11132.0,95.0,971.0,1.2,630.0,660.0,912.0,5450.0,5600.0,72.0,32.98,14.0,
W233850071060001,Patan,SANTALPUR,Piprala,Dug Well,8.56,6594.0,4418.0,156.0,647.0,1631.0,150.0,118.0,3.0,790.0,120.0,132.0,850.0,1160.0,0.9,17.3,,
W212702069590001,Porbandar,KUTIYANA,Kadegi,Dug Well,8.14,4240.0,2841.0,0.0,378.0,1008.0,21.0,345.0,0.35,310.0,120.0,88.0,660.0,675.0,3.9,11.42,,
W213750070010001,Porbandar,KUTIYANA,Kutiyana1,Dug Well,7.67,2664.0,1785.0,0.0,207.0,596.0,60.0,186.0,0.45,170.0,112.0,68.0,560.0,324.0,27.2,5.95,,
W215500069360001,Porbandar,PORBANDAR,Adwana1,Dug Well,8.08,1529.0,1024.0,0.0,634.0,177.0,45.0,15.0,0.78,520.0,96.0,72.0,540.0,132.0,7.2,2.47,,
W212215069523001,Porbandar,PORBANDAR,Balej,Dug Well,7.78,3469.0,2324.0,0.0,305.0,852.0,60.0,145.0,0.15,250.0,192.0,54.0,700.0,445.0,23.4,7.31,3.0,
W214835069243001,Porbandar,PORBANDAR,Bhavpura,Dug Well,7.81,5652.0,3787.0,0.0,159.0,1666.0,42.0,144.0,0.46,130.0,480.0,156.0,1850.0,389.0,10.0,3.93,,
W214830069360501,Porbandar,PORBANDAR,Khambodar,Dug Well,8.34,902.0,604.0,132.0,122.0,113.0,7.0,19.0,0.7,320.0,44.0,26.0,220.0,133.0,4.4,3.9,,
W214100069330001,Porbandar,PORBANDAR,Kuchhadi,Dug Well,8.12,4822.0,3231.0,0.0,268.0,1276.0,31.0,192.0,0.75,220.0,180.0,108.0,900.0,582.0,102.0,8.43,1.0,
W215000069232001,Porbandar,PORBANDAR,Miyani,Dug Well,8.36,3262.0,2186.0,48.0,122.0,886.0,48.0,144.0,0.18,180.0,320.0,60.0,1050.0,269.0,62.0,3.61,3.0,
W212645069473001,Porbandar,PORBANDAR,Navibandar,Dug Well,8.03,431.0,289.0,0.0,122.0,64.0,13.0,18.0,0.05,100.0,28.0,7.0,100.0,40.0,27.9,1.74,6.0,
W213400069405001,Porbandar,PORBANDAR,Oddar,Dug Well,8.13,4510.0,3022.0,0.0,244.0,1420.0,19.0,52.0,1.0,200.0,88.0,117.0,700.0,711.0,25.9,11.68,1.0,
W214530069291501,Porbandar,PORBANDAR,Palkhada,Dug Well,7.84,3507.0,2350.0,0.0,207.0,922.0,175.0,39.0,0.35,170.0,320.0,60.0,1050.0,285.0,40.2,3.82,,
W211750069563001,Porbandar,PORBANDAR,Pata,Dug Well,8.28,3048.0,2042.0,0.0,500.0,639.0,32.0,130.0,0.0,410.0,144.0,24.0,460.0,471.0,17.0,9.55,1.0,
W213830069373001,Porbandar,PORBANDAR,Porbandar1,Dug Well,8.0,1073.0,719.0,0.0,244.0,213.0,12.0,25.0,0.2,200.0,48.0,17.0,190.0,152.0,18.5,4.79,2.0,
W214735069474501,Porbandar,RANAVAV,Hanumangadh,Dug Well,8.12,1815.0,1216.0,0.0,390.0,341.0,8.0,63.0,0.5,320.0,92.0,36.0,380.0,230.0,23.2,5.13,1.0,
W214100069444501,Porbandar,RANAVAV,Ranavav,Dug Well,7.83,952.0,638.0,0.0,268.0,156.0,35.0,17.0,0.45,220.0,60.0,22.0,240.0,115.0,1.9,3.23,,
W214231069423901,Porbandar,RANAVAV,Adityana,Dug Well,7.97,713.0,478.0,0.0,246.0,78.0,32.0,14.0,0.65,202.0,48.0,22.0,210.0,67.0,1.9,2.01,1.0,
W214612069351701,Porbandar,PORBANDAR,Babda,Dug Well,8.31,2543.0,1704.0,24.0,281.0,567.0,11.0,142.0,0.64,270.0,120.0,84.0,650.0,271.0,2.4,4.62,,
W214553069394001,Porbandar,PORBANDAR,Bakharla,Dug Well,8.31,2088.0,1399.0,42.0,232.0,397.0,108.0,39.0,0.7,260.0,120.0,46.0,490.0,215.0,9.5,4.22,1.0,
W213932069491601,Porbandar,RANAVAV,Bhod,Dug Well,7.96,704.0,472.0,0.0,244.0,85.0,19.0,16.0,0.45,200.0,64.0,15.0,220.0,62.0,1.8,1.82,,
W214237069362001,Porbandar,PORBANDAR,Degam,Dug Well,8.2,3834.0,2569.0,0.0,500.0,922.0,11.0,87.0,1.6,410.0,140.0,96.0,750.0,497.0,15.9,7.89,1.0,
W213852069530001,Porbandar,RANAVAV,Kandorna,Dug Well,7.51,2236.0,1498.0,0.0,171.0,540.0,37.0,137.0,0.4,140.0,128.0,49.0,520.0,260.0,5.2,4.96,,
W214159069365101,Porbandar,PORBANDAR,Kolikhada,Dug Well,8.49,1880.0,1260.0,72.0,610.0,227.0,60.0,44.0,1.1,620.0,24.0,22.0,150.0,410.0,1.2,14.55,1.0,
W212054069532101,Porbandar,KUTIYANA,Mocha,Dug Well,8.28,1271.0,852.0,0.0,183.0,284.0,8.0,43.0,0.0,150.0,40.0,58.0,340.0,123.0,8.8,2.9,2.0,
W215309069360101,Porbandar,PORBANDAR,Mojiwana,Dug Well,8.03,6694.0,4485.0,0.0,98.0,1985.0,42.0,385.0,0.37,80.0,360.0,300.0,2150.0,553.0,1.8,5.19,,
W214313069304301,Porbandar,PORBANDAR,Ratadi,Dug Well,8.26,3743.0,2508.0,0.0,378.0,993.0,50.0,36.0,0.86,310.0,220.0,96.0,950.0,395.0,12.5,5.57,1.0,
,Porbandar,PORBANDAR,Ratanpur,Dug Well,7.94,6868.0,4602.0,0.0,305.0,1846.0,11.0,404.0,0.36,250.0,200.0,207.0,1350.0,905.0,33.9,10.71,2.0,
W212617069482201,Porbandar,PORBANDAR,Ratia,Dug Well,7.77,2076.0,1391.0,0.0,354.0,454.0,58.0,250.0,0.3,290.0,104.0,48.0,460.0,296.0,120.0,6.0,2.0,
W215649069410901,Porbandar,PORBANDAR,Simar,Dug Well,8.2,1726.0,1156.0,0.0,159.0,454.0,34.0,10.0,0.38,130.0,124.0,10.0,350.0,215.0,1.1,5.0,2.0,
W213058069434301,Porbandar,PORBANDAR,Tukda,Dug Well,8.06,524.0,351.0,0.0,244.0,64.0,1.0,11.0,0.1,200.0,32.0,12.0,130.0,80.0,4.4,3.05,2.0,
W214708069264701,Porbandar,PORBANDAR,Visavada,Dug Well,7.97,4306.0,2885.0,0.0,171.0,1311.0,29.0,55.0,1.2,140.0,280.0,120.0,1200.0,379.0,76.0,4.76,2.0,
W213945070203001,Rajkot,DHORAJI,Bhada jodiya,Dug Well,8.24,1434.0,961.0,0.0,512.0,121.0,50.0,109.0,1.05,420.0,40.0,27.0,210.0,248.0,4.7,7.44,4.0,
W214330070270001,Rajkot,DHORAJI,Dhoraji1,Dug Well,7.73,2765.0,1853.0,0.0,73.0,738.0,105.0,182.0,0.3,60.0,296.0,19.0,820.0,262.0,1.0,3.98,2.0,
W213840070154001,Rajkot,DHORAJI,Patanvav,Dug Well,8.15,768.0,515.0,0.0,354.0,57.0,12.0,6.0,0.5,290.0,80.0,12.0,250.0,64.0,16.7,1.76,2.0,
W215500070445501,Rajkot,GONDAL,Chordi,Dug Well,7.59,4784.0,3205.0,0.0,122.0,1377.0,58.0,226.0,0.25,100.0,424.0,136.0,1620.0,336.0,6.9,3.63,3.0,
W220530070440001,Rajkot,GONDAL,Dadia,Dug Well,7.81,2409.0,1614.0,0.0,134.0,596.0,34.0,228.0,0.38,110.0,224.0,97.0,960.0,123.0,1.0,1.73,3.0,
W215841070372301,Rajkot,Gondal,Hadmadiya,Dug Well,8.19,1892.0,1268.0,0.0,220.0,334.0,140.0,142.0,0.29,180.0,116.0,75.0,600.0,147.0,1.2,2.61,3.0,
W220110070393701,Rajkot,Gondal,Kolithad1,Dug Well,8.0,793.0,531.0,0.0,220.0,71.0,70.0,29.0,0.38,180.0,60.0,24.0,250.0,55.0,0.1,1.51,3.0,
W215945070594501,Rajkot,GONDAL,Mota dadwa,Dug Well,8.01,1584.0,1061.0,0.0,207.0,320.0,120.0,37.0,0.38,170.0,156.0,43.0,570.0,89.0,0.8,1.62,4.0,
W220730070460001,Rajkot,GONDAL,Ribda,Dug Well,8.08,914.0,612.0,0.0,427.0,78.0,9.0,25.0,0.35,350.0,56.0,39.0,300.0,90.0,0.4,2.26,3.0,
W215330070290001,Rajkot,JAMKANDORNA,Jasapur,Dug Well,8.26,1228.0,823.0,0.0,244.0,170.0,125.0,114.0,0.38,200.0,88.0,55.0,450.0,98.0,0.5,2.01,2.0,
W220330071131501,Rajkot,JASDAN,Jasdan2,Dug Well,7.31,1600.0,1072.0,0.0,231.0,284.0,120.0,53.0,0.39,189.0,108.0,49.0,470.0,128.0,0.5,2.57,2.0,
W220845071120001,Rajkot,JASDAN,Kamlapur,Dug Well,7.36,3484.0,2334.0,0.0,146.0,979.0,150.0,41.0,0.38,120.0,368.0,68.0,1200.0,222.0,1.2,2.79,4.0,
W220800071181501,Rajkot,JASDAN,Lalavadar,Dug Well,7.8,867.0,581.0,0.0,329.0,57.0,65.0,16.0,0.5,270.0,64.0,34.0,300.0,56.0,0.7,1.41,3.0,
W220130071073001,Rajkot,JASDAN,Viranagar,Dug Well,7.97,2827.0,1894.0,0.0,537.0,540.0,85.0,138.0,1.0,440.0,160.0,83.0,740.0,316.0,0.4,5.05,2.0,
W214630070380001,Rajkot,JETPUR,Jetpur pithad.,Dug Well,7.28,3823.0,2561.0,0.0,231.0,902.0,70.0,372.0,0.28,189.0,376.0,147.0,1560.0,167.0,0.4,1.84,3.0,
W214405070300501,Rajkot,JETPUR,Motagundala,Dug Well,8.09,1004.0,673.0,0.0,244.0,170.0,3.0,313.0,0.75,200.0,60.0,19.0,230.0,106.0,0.1,3.04,3.0,
W214505070353001,Rajkot,JETPUR,Pedhla,Dug Well,7.57,5450.0,3652.0,0.0,390.0,1463.0,66.0,238.0,0.11,320.0,496.0,112.0,1700.0,465.0,4.6,4.9,3.0,
W230530070454501,Rajkot,MALIYA,Malia,Dug Well,7.98,905.0,606.0,0.0,329.0,99.0,26.0,0.0,0.5,270.0,48.0,24.0,220.0,98.0,9.9,2.87,5.0,
W225730070370001,Rajkot,MALIYA,Mota dhansura,Dug Well,8.05,1226.0,821.0,0.0,268.0,213.0,6.0,100.0,0.55,220.0,68.0,39.0,380.0,117.0,6.6,2.61,3.0,
W225830070420001,Rajkot,MALIYA,Sarvad,Dug Well,8.28,1735.0,1162.0,0.0,586.0,185.0,6.0,93.0,1.42,480.0,32.0,10.0,120.0,336.0,12.3,13.34,2.0,
W225600070483001,Rajkot,MORVI,Amar nagar,Dug Well,8.05,8753.0,5865.0,0.0,305.0,2911.0,19.0,74.0,2.9,250.0,260.0,425.0,2400.0,970.0,3.6,8.61,3.0,
W230005070534501,Rajkot,MORVI,Macchukunda,Dug Well,8.02,988.0,662.0,0.0,366.0,128.0,4.0,20.0,1.35,300.0,56.0,34.0,280.0,106.0,7.1,2.75,2.0,
W224900070503001,Rajkot,MORVI,Morvi,Dug Well,8.22,1931.0,1294.0,0.0,354.0,398.0,31.0,24.0,1.45,290.0,56.0,63.0,400.0,236.0,3.1,5.13,2.0,
W225130070570001,Rajkot,MORVI,Nichi mandal,Dug Well,8.02,3438.0,2303.0,0.0,573.0,667.0,30.0,238.0,1.26,470.0,80.0,24.0,300.0,643.0,17.5,16.14,4.0,
W222700070363001,Rajkot,PADDHARI,Movaiya,Dug Well,7.53,3783.0,2535.0,0.0,85.0,951.0,105.0,312.0,0.65,70.0,304.0,19.0,840.0,460.0,3.8,6.9,4.0,
W220530071030001,Rajkot,RAJKOT,Halenda,Dug Well,8.26,1636.0,1096.0,0.0,390.0,256.0,85.0,153.0,0.55,320.0,44.0,114.0,580.0,154.0,3.0,2.78,3.0,
W221800070480001,Rajkot,RAJKOT,Rajkot1,Dug Well,8.04,1513.0,1014.0,0.0,634.0,163.0,24.0,15.0,0.29,520.0,112.0,39.0,440.0,160.0,10.0,3.32,14.0,
W222200070554501,Rajkot,RAJKOT,Ranpur1,Dug Well,8.2,1138.0,762.0,0.0,268.0,178.0,22.0,16.0,0.4,220.0,72.0,34.0,320.0,87.0,0.4,2.11,4.0,
W220830070590001,Rajkot,RAJKOT,Sardhar2,Dug Well,8.15,2132.0,1428.0,0.0,732.0,327.0,10.0,7.0,0.2,600.0,80.0,53.0,420.0,305.0,75.7,6.47,2.0,
W223015070451501,Rajkot,TANKARA,Chhatar,Dug Well,8.09,1541.0,1032.0,0.0,220.0,341.0,64.0,149.0,0.8,180.0,100.0,66.0,520.0,164.0,0.4,3.13,3.0,
W214030070104501,Rajkot,UPLETA,Ganod,Dug Well,8.15,6676.0,4473.0,0.0,293.0,1704.0,75.0,574.0,2.34,240.0,200.0,146.0,1100.0,1030.0,1.6,13.5,4.0,
W214455070163001,Rajkot,UPLETA,Upleta1,Dug Well,8.26,2430.0,1628.0,0.0,744.0,341.0,70.0,64.0,2.7,610.0,32.0,19.0,160.0,491.0,0.5,16.88,5.0,
W222630071050001,Rajkot,WANKANER,Bhalgam,Dug Well,8.28,1510.0,1012.0,0.0,293.0,270.0,11.0,153.0,0.95,240.0,68.0,66.0,440.0,164.0,3.2,3.4,4.0,
W223300070533001,Rajkot,WANKANER,Sindhavadar,Dug Well,8.03,1500.0,1005.0,0.0,366.0,284.0,40.0,16.0,1.2,300.0,48.0,39.0,280.0,220.0,0.3,5.72,5.0,
W230730073123001,Sabarkantha,BAYAD,Boral,Dug Well,8.05,2991.0,2004.0,0.0,476.0,625.0,135.0,98.0,0.74,390.0,56.0,136.0,700.0,366.0,2.3,6.01,,
W231030073201501,Sabarkantha,BAYAD,Sathamba,Dug Well,8.04,949.0,636.0,0.0,270.0,178.0,41.0,15.0,0.7,221.0,52.0,46.0,320.0,95.0,2.7,2.31,4.0,
W234600073162001,Sabarkantha,BHILODA,Bhiloda2,DCB,7.83,1247.0,835.0,0.0,342.0,213.0,18.0,18.0,0.63,280.0,52.0,58.0,370.0,115.0,3.2,2.6,,
W234010073102501,Sabarkantha,BHILODA,Punasan,Dug Well,7.92,697.0,467.0,0.0,207.0,92.0,35.0,7.0,0.32,170.0,56.0,19.0,220.0,54.0,0.8,1.58,,
W234110073220001,Sabarkantha,BHILODA,Shamlaji,Dug Well,8.11,940.0,630.0,0.0,281.0,156.0,19.0,19.0,0.52,230.0,44.0,32.0,240.0,115.0,1.2,3.23,1.0,
W235050073183001,Sabarkantha,BHILODA,Takatuka,Dug Well,8.14,2757.0,1847.0,0.0,293.0,653.0,45.0,154.0,0.52,240.0,80.0,92.0,580.0,364.0,2.8,6.57,,
W232100073120002,Sabarkantha,DHANSURA,Dhansura1,Dug Well,8.22,1253.0,840.0,0.0,268.0,220.0,55.0,47.0,0.85,220.0,60.0,75.0,460.0,78.0,0.8,1.58,,
W232000073180001,Sabarkantha,DHANSURA,Karanpur,Dug Well,8.26,715.0,479.0,0.0,305.0,71.0,25.0,5.0,1.0,250.0,44.0,24.0,210.0,78.0,0.9,2.34,,
W234230072563001,Sabarkantha,HIMATNAGAR,Gadha1,Dug Well,8.03,2980.0,1997.0,0.0,342.0,625.0,130.0,201.0,1.35,280.0,72.0,44.0,360.0,520.0,2.0,11.92,,
W233230073060001,Sabarkantha,HIMATNAGAR,Varvada,Dug Well,8.08,1603.0,1074.0,0.0,256.0,305.0,130.0,33.0,0.75,210.0,60.0,44.0,330.0,210.0,3.5,5.03,,
W233915072573001,Sabarkantha,HIMATNAGAR,Virpur2,Dug Well,8.07,524.0,351.0,0.0,195.0,64.0,34.0,9.0,0.53,160.0,56.0,15.0,200.0,41.0,0.7,1.26,,
W234445072584501,Sabarkantha,IDAR,Bhadreshwar1,Dug Well,7.4,2246.0,1505.0,0.0,830.0,241.0,94.0,7.0,1.4,680.0,104.0,68.0,540.0,263.0,9.2,4.92,1.0,
W235030073021501,Sabarkantha,IDAR,Idar,Dug Well,8.28,1080.0,724.0,0.0,293.0,107.0,125.0,38.0,2.6,240.0,56.0,36.0,290.0,115.0,1.7,2.94,,
W234915073070001,Sabarkantha,IDAR,Revas,Dug Well,7.8,1431.0,959.0,0.0,195.0,320.0,38.0,52.0,0.85,160.0,116.0,58.0,530.0,80.0,1.3,1.51,,
W240145073030001,Sabarkantha,KHEDBRAHMA,Khedbramha,Dug Well,7.59,3425.0,2295.0,0.0,134.0,866.0,165.0,219.0,0.95,110.0,312.0,73.0,1080.0,290.0,2.3,3.84,,
W240640073003001,Sabarkantha,KHEDBRAHMA,Matoda,Dug Well,8.07,2535.0,1698.0,0.0,403.0,497.0,120.0,38.0,0.1,330.0,200.0,54.0,720.0,210.0,29.7,3.4,,
W242230073020001,Sabarkantha,KHEDBRAHMA,Poshina2,Dug Well,8.15,1806.0,1210.0,0.0,610.0,256.0,45.0,11.0,1.0,500.0,80.0,66.0,470.0,205.0,9.7,4.11,,
W241230072595501,Sabarkantha,KHEDBRAHMA,Ratanpur2,Dug Well,8.03,1619.0,1085.0,0.0,244.0,305.0,65.0,93.0,0.65,200.0,84.0,54.0,430.0,164.0,12.6,3.44,,
W240030073070001,Sabarkantha,KHEDBRAHMA,Silwad,Dug Well,7.7,4826.0,3233.0,0.0,317.0,1250.0,100.0,229.0,0.86,260.0,160.0,185.0,1160.0,555.0,13.7,7.08,,
W232945073303001,Sabarkantha,MEGHRAJ,Meghraj,Dug Well,7.98,555.0,372.0,0.0,256.0,64.0,0.0,11.0,0.35,210.0,28.0,24.0,170.0,66.0,3.5,2.2,,
W232745073183001,Sabarkantha,MODASA,Modasa2,Dug Well,8.28,1061.0,711.0,0.0,159.0,156.0,125.0,67.0,0.2,130.0,80.0,29.0,320.0,94.0,0.7,2.28,,
W240030073070001,Sabarkantha,KHEDBRAHMA,Silwad,Dug Well,7.82,1517.0,1016.0,0.0,195.0,298.0,125.0,50.0,0.4,160.0,104.0,58.0,500.0,110.0,5.4,2.14,4.0,
W232240073010001,Sabarkantha,TALOD,Harsol1,Dug Well,8.18,1285.0,861.0,0.0,573.0,92.0,65.0,28.0,1.3,470.0,20.0,56.0,280.0,187.0,1.0,4.86,,
W235400073071001,Sabarkantha,VADALI,Choriwad,Dug Well,8.04,1913.0,1282.0,0.0,305.0,327.0,190.0,53.0,0.95,250.0,188.0,63.0,730.0,91.0,2.7,1.46,,
W235600073020001,Sabarkantha,VADALI,Wadali,Dug Well,7.73,1474.0,988.0,0.0,220.0,220.0,140.0,116.0,0.9,180.0,88.0,44.0,400.0,152.0,4.5,3.3,,
W235910073123001,Sabarkantha,VIJAYNAGAR,Atarsumba,Dug Well,7.95,838.0,561.0,0.0,220.0,128.0,52.0,15.0,0.0,180.0,52.0,39.0,290.0,60.0,2.9,1.53,,
W240030073211501,Sabarkantha,VIJAYNAGAR,Vijaynagar1,Dug Well,8.26,1059.0,710.0,0.0,268.0,213.0,8.0,16.0,0.55,220.0,40.0,34.0,240.0,142.0,4.8,3.99,,
W231629073123001,Sabarkantha,Dhansura,Alwa Kampa,Dug Well,8.1,1171.0,785.0,0.0,415.0,142.0,54.0,7.0,0.02,340.0,32.0,75.0,390.0,94.0,1.5,2.07,1.0,
W231434072562701,Sabarkantha,Talod,Boriya,Dug Well,7.92,2550.0,1709.0,0.0,256.0,568.0,65.0,173.0,0.75,210.0,96.0,78.0,560.0,320.0,0.8,5.88,2.0,
W235524072511201,Sabarkantha,IDAR,Chandap_DW,Dug Well,8.26,911.0,610.0,0.0,317.0,107.0,42.0,4.0,1.15,260.0,76.0,22.0,280.0,80.0,6.8,2.08,2.0,
W233431073151101,Sabarkantha,MODASA,Gadada,Dug Well,8.02,1764.0,1182.0,0.0,342.0,305.0,140.0,53.0,1.17,280.0,68.0,97.0,570.0,146.0,3.1,2.66,,
W235455073084301,Sabarkantha,Vadoli,Kesharpura,Dug Well,7.88,1217.0,815.0,0.0,195.0,199.0,115.0,59.0,0.95,160.0,88.0,46.0,410.0,88.0,1.6,1.89,,
W232041073275201,Sabarkantha,MALPUR,Malpur_1,Dug Well,8.01,824.0,552.0,0.0,244.0,57.0,80.0,61.0,1.05,200.0,48.0,41.0,290.0,56.0,1.6,1.43,1.0,
W233609073091601,Sabarkantha,HIMATNAGAR,Mathasuliya,Dug Well,8.28,1253.0,840.0,0.0,366.0,142.0,130.0,18.0,0.2,300.0,64.0,41.0,330.0,120.0,30.5,2.87,,
W233043073162801,Sabarkantha,MODASA,Medasana,Dug Well,8.22,897.0,601.0,0.0,281.0,114.0,46.0,16.0,0.75,230.0,32.0,32.0,210.0,110.0,0.7,3.3,,
W233619072550901,Sabarkantha,HIMATNAGAR,Ramgarh,Dug Well,8.25,3571.0,2393.0,0.0,549.0,852.0,10.0,78.0,1.05,450.0,96.0,92.0,620.0,524.0,23.6,9.15,2.0,
W235227072574701,Sabarkantha,IDAR,Sabalwad,Dug Well,7.96,992.0,665.0,0.0,305.0,85.0,41.0,71.0,2.56,250.0,92.0,27.0,340.0,67.0,1.8,1.58,,
W231813072575201,Sabarkantha,Talod,Umedpura,Dug Well,8.28,1529.0,1024.0,0.0,476.0,234.0,70.0,30.0,1.32,390.0,32.0,71.0,370.0,205.0,0.5,4.63,,
W210345073113001,Surat,BARDOLI,Allu,Dug Well,8.02,753.0,505.0,0.0,366.0,50.0,6.0,27.0,1.05,300.0,20.0,41.0,220.0,86.0,1.2,2.52,1.0,
W210530072433001,Surat,CHORASI,Sultanabad,Dug Well,7.85,1140.0,764.0,0.0,439.0,135.0,32.0,54.0,0.35,360.0,44.0,61.0,360.0,127.0,22.0,2.91,3.0,
W211730072554501,Surat,KAMREJ,Kathor,Dug Well,7.97,1448.0,970.0,0.0,659.0,149.0,23.0,55.0,0.6,540.0,52.0,85.0,480.0,161.0,1.9,3.2,2.0,
W211700073140001,Surat,MANDVI,Kasal,Dug Well,7.88,747.0,500.0,0.0,329.0,57.0,17.0,26.0,0.35,270.0,60.0,63.0,280.0,52.0,0.1,1.35,2.0,
W211515073174501,Surat,MANDVI,Mandvi2,Dug Well,8.11,1180.0,791.0,0.0,366.0,128.0,130.0,67.0,0.5,300.0,88.0,56.0,450.0,96.0,0.5,1.97,3.0,
W211900073080001,Surat,MANDVI,Nogama,Dug Well,7.94,1032.0,691.0,0.0,354.0,85.0,70.0,14.0,0.55,290.0,96.0,29.0,360.0,57.0,0.3,1.31,2.0,
W211850073093001,Surat,MANDVI,Ushker,Dug Well,7.77,750.0,503.0,0.0,354.0,50.0,29.0,30.0,0.45,290.0,72.0,17.0,250.0,77.0,2.0,2.12,3.0,
