District,Taluka,Location,pH,EC,TDS,TH,Ca,Mg,Na,K,CO3,HCO3,Cl,NO3,SO4,F,Alk,Fe
Porbandar,PORBANDAR,Adwana2,8.08,1991.0,1334.0,440.0,68.0,65.0,300.0,0.7,0.0,293.0,397.0,68.0,220.0,0.4,240.0,0.381
Porbandar,PORBANDAR,Babda,8.28,1703.0,1141.0,270.0,32.0,46.0,300.0,10.0,0.0,378.0,319.0,8.0,142.0,0.68,310.0,0.13
Porbandar,PORBANDAR,Bakharla,7.82,1594.0,1068.0,500.0,64.0,82.0,150.0,4.4,0.0,256.0,312.0,105.0,81.0,0.66,210.0,1.376
Porbandar,PORBANDAR,Balej,7.60,4862.0,3258.0,1900.0,300.0,276.0,346.0,33.0,0.0,110.0,1283.0,64.0,649.0,0.49,90.0,0.0
Porbandar,PORBANDAR,Bhavpura,7.60,7825.0,5243.0,2700.0,560.0,312.0,610.0,16.0,0.0,122.0,2694.0,56.0,29.0,0.7,100.0,0.037
Porbandar,KUTIYANA,Kadegi,7.91,10580.0,7089.0,2750.0,420.0,408.0,1200.0,30.0,0.0,207.0,3368.0,26.0,341.0,0.65,170.0,0.119
Porbandar,RANAVAV,Kandorna,8.04,3868.0,2592.0,1250.0,280.0,132.0,400.0,2.7,0.0,183.0,1028.0,50.0,440.0,1.0,150.0,0.0
Porbandar,PORBANDAR,Khambodar,8.12,1268.0,850.0,360.0,48.0,58.0,143.0,5.9,0.0,366.0,135.0,20.0,153.0,0.88,300.0,0.0
Porbandar,PORBANDAR,Kolikhada village-2,8.20,1889.0,1266.0,230.0,32.0,36.0,350.0,1.2,0.0,586.0,170.0,47.0,216.0,2.0,480.0,1.328
Porbandar,PORBANDAR,Kuchhadi,7.96,5430.0,3638.0,1350.0,140.0,240.0,680.0,70.0,0.0,268.0,1773.0,18.0,57.0,0.65,220.0,0.122
Porbandar,PORBANDAR,Miyani,8.29,3435.0,2301.0,1150.0,240.0,132.0,272.0,56.0,0.0,390.0,957.0,27.0,30.0,0.4,320.0,0.0
Porbandar,KUTIYANA,Mocha,7.74,2808.0,1881.0,1100.0,180.0,156.0,150.0,20.0,0.0,122.0,709.0,26.0,280.0,0.38,100.0,0.0
Porbandar,PORBANDAR,Navibandar,7.98,1440.0,965.0,250.0,48.0,33.0,220.0,28.0,0.0,281.0,312.0,37.0,21.0,0.3,230.0,0.0
Porbandar,PORBANDAR,Oddar,8.29,7960.0,5333.0,1700.0,180.0,300.0,1160.0,33.0,0.0,207.0,2482.0,25.0,463.0,1.4,170.0,0.0
Porbandar,PORBANDAR,Palkhada1,7.99,8560.0,5735.0,2100.0,560.0,168.0,1050.0,4.0,0.0,268.0,2801.0,70.0,99.0,0.54,220.0,0.0
Porbandar,PORBANDAR,Pata,8.03,1412.0,946.0,300.0,52.0,41.0,193.0,7.3,0.0,220.0,277.0,26.0,117.0,0.3,180.0,0.034
Porbandar,RANAVAV,Ranavav2,8.16,996.0,667.0,410.0,108.0,34.0,72.0,4.3,0.0,366.0,149.0,18.0,35.0,0.95,300.0,0.0
Porbandar,PORBANDAR,Ratadi,8.08,3619.0,2425.0,800.0,140.0,108.0,495.0,7.5,0.0,354.0,1028.0,37.0,81.0,1.1,290.0,0.0
Porbandar,PORBANDAR,Ratia,7.83,3170.0,2124.0,900.0,180.0,108.0,283.0,87.0,0.0,134.0,922.0,86.0,17.0,0.48,110.0,0.0
Porbandar,PORBANDAR,Simar,8.11,410.0,275.0,170.0,40.0,17.0,30.0,1.8,0.0,195.0,50.0,1.0,2.0,0.3,160.0,0.114
Porbandar,PORBANDAR,Tukda,8.26,800.0,536.0,180.0,44.0,20.0,110.0,40.0,0.0,305.0,78.0,44.0,20.0,0.46,250.0,0.0
Porbandar,PORBANDAR,Visavada,7.88,4946.0,3314.0,1600.0,320.0,192.0,511.0,64.0,0.0,281.0,1702.0,32.0,20.0,1.1,230.0,0.0
Porbandar,Porbander,Ratanpur,7.90,14240.0,9541.0,2050.0,220.0,360.0,2560.0,46.0,0.0,256.0,4503.0,5.0,928.0,0.5,210.0,0.0
Porbandar,Porbander,Amtroli,Leaked out,0.0,,,,,,,,,,,,,,
Rajkot,JASDAN,Bhadla,8.28,1932.0,1294.0,360.0,96.0,29.0,297.0,1.8,0.0,195.0,327.0,48.0,325.0,0.44,160.0,0.041
Rajkot,WANKANER,Bhalgam,8.01,4029.0,2699.0,1200.0,280.0,122.0,379.0,4.1,0.0,378.0,923.0,13.0,367.0,0.84,310.0,0.387
Rajkot,TANKARA,Chhatar,7.93,353.0,237.0,110.0,20.0,15.0,33.0,0.7,0.0,183.0,14.0,4.0,7.0,0.5,150.0,0.183
Rajkot,GONDAL,Chordi,7.92,3056.0,2048.0,1240.0,280.0,131.0,118.0,1.7,0.0,281.0,840.0,5.0,59.0,0.13,230.0,0.215
Rajkot,GONDAL,Dadia,8.14,948.0,635.0,300.0,108.0,7.0,73.0,2.0,0.0,317.0,71.0,49.0,55.0,0.37,260.0,0.04
Rajkot,DHORAJI,Dhoraji1,7.95,2167.0,1452.0,640.0,168.0,41.0,212.0,0.6,0.0,293.0,383.0,48.0,263.0,0.35,240.0,0.124
Rajkot,UPLETA,Ganod,8.63,2207.0,1479.0,180.0,16.0,34.0,453.0,0.6,60.0,854.0,199.0,10.0,60.0,3.8,800.0,0.099
Rajkot,RAJKOT,Gavridad,8.22,269.0,180.0,110.0,28.0,10.0,18.0,1.3,0.0,146.0,14.0,1.0,8.0,0.14,120.0,0.309
Rajkot,GONDAL,Gogavadar,7.89,1754.0,1175.0,490.0,64.0,80.0,181.0,26.3,0.0,622.0,220.0,47.0,19.0,0.45,510.0,0.225
Rajkot,TANKARA,Hadmatia,8.05,1245.0,834.0,320.0,72.0,34.0,143.0,5.1,0.0,439.0,135.0,80.0,12.0,0.4,360.0,1.834
Rajkot,RAJKOT,Halenda,8.18,1519.0,1018.0,520.0,72.0,83.0,120.0,3.5,0.0,500.0,213.0,43.0,29.0,0.65,410.0,0.261
Rajkot,GONDAL,Jamwali,8.28,321.0,215.0,120.0,24.0,15.0,26.0,2.9,0.0,146.0,28.0,5.0,12.0,0.2,120.0,0.082
Rajkot,JAMKANDORNA,Jasapur,7.58,1274.0,854.0,500.0,104.0,58.0,64.0,9.9,0.0,488.0,128.0,47.0,17.0,0.4,400.0,0.532
Rajkot,JASDAN,Jasdan2,7.93,2000.0,1340.0,700.0,184.0,58.0,145.0,2.0,0.0,329.0,355.0,48.0,191.0,0.35,270.0,0.313
Rajkot,JETPUR,Jetpur pithad.,7.68,7386.0,4949.0,3000.0,1020.0,109.0,367.0,3.2,0.0,85.0,2414.0,6.0,264.0,0.0,70.0,0.567
Rajkot,JASDAN,Kamlapur,7.72,5577.0,3737.0,1800.0,320.0,243.0,432.0,4.6,0.0,463.0,1278.0,48.0,474.0,0.47,380.0,0.439
Rajkot,Gondal,Kolithad1,7.76,4302.0,2882.0,1150.0,44.0,24.0,460.0,3.8,0.0,73.0,1136.0,25.0,429.0,0.3,60.0,0.333
Rajkot,TANKARA,Lajai,7.75,2292.0,1536.0,720.0,104.0,112.0,190.0,6.8,0.0,317.0,540.0,8.0,91.0,0.35,260.0,1.326
Rajkot,JASDAN,Lalavadar,8.14,742.0,497.0,280.0,60.0,32.0,70.0,2.2,0.0,342.0,50.0,24.0,57.0,0.65,280.0,1.11
Rajkot,LODHIKA,Lodhika1,8.28,2894.0,1939.0,780.0,136.0,83.0,302.0,0.9,0.0,500.0,611.0,34.0,120.0,0.5,410.0,6.285
Rajkot,MALIYA,Malia,8.02,1664.0,1115.0,390.0,96.0,36.0,184.0,29.3,0.0,427.0,298.0,15.0,1.0,0.25,350.0,0.264
Rajkot,MORVI,Modpar1,7.63,17600.0,11792.0,3850.0,540.0,608.0,3260.0,24.2,0.0,293.0,6284.0,28.0,1628.0,0.32,240.0,0.305
Rajkot,GONDAL,Mota dadwa,7.81,1787.0,1197.0,710.0,112.0,105.0,98.0,0.3,0.0,256.0,327.0,125.0,139.0,0.25,210.0,0.215
Rajkot,MALIYA,Mota dhansura,7.80,2359.0,1581.0,580.0,160.0,44.0,266.0,8.9,0.0,268.0,540.0,35.0,133.0,0.03,220.0,0.134
Rajkot,PADDHARI,Movaiya,7.70,4046.0,2711.0,1580.0,352.0,170.0,195.0,0.7,0.0,159.0,1008.0,105.0,334.0,0.25,130.0,0.228
Rajkot,TANKARA,Neknam,8.05,385.0,258.0,170.0,32.0,22.0,27.0,1.5,0.0,195.0,28.0,9.0,20.0,0.3,160.0,0.0
Rajkot,PADDHARI,Padadhari,8.06,3262.0,2186.0,720.0,160.0,78.0,455.0,14.5,0.0,720.0,653.0,31.0,153.0,0.48,590.0,0.274
Rajkot,RAJKOT,Ranpur1,7.88,2087.0,1398.0,740.0,184.0,68.0,112.0,9.7,0.0,415.0,398.0,44.0,36.0,0.7,340.0,0.347
Rajkot,RAJKOT,Sardhar2,7.97,845.0,566.0,250.0,64.0,22.0,75.0,0.4,0.0,317.0,78.0,36.0,11.0,0.44,260.0,0.0
Rajkot,PADDHARI,Targhari,8.22,1017.0,681.0,360.0,76.0,41.0,80.0,1.4,0.0,281.0,170.0,24.0,39.0,0.3,230.0,0.113
Rajkot,JETPUR,Umrali,7.91,1581.0,1059.0,600.0,152.0,54.0,75.0,3.8,0.0,244.0,241.0,47.0,173.0,0.3,200.0,0.117
Rajkot,UPLETA,Upleta1,8.15,642.0,430.0,250.0,40.0,36.0,54.0,3.9,0.0,232.0,78.0,18.0,48.0,0.33,190.0,0.269
Rajkot,JASDAN,Vinchhia,8.13,840.0,563.0,220.0,48.0,24.0,108.0,2.1,0.0,415.0,50.0,8.0,34.0,0.6,24.0,0.139
Rajkot,JASDAN,Viranagar,8.28,2602.0,1743.0,640.0,80.0,107.0,295.0,1.3,0.0,525.0,426.0,42.0,198.0,0.85,430.0,0.096
Rajkot,RAJKOT,Ribda,Leaked out,0.009,,,,,,,,,,,,,,
Sabarkantha,WANKANER,Wankaner-1,8.22,956.0,641.0,280.0,68.0,27.0,105.0,5.3,0.0,390.0,107.0,24.0,14.0,0.7,320.0,0.9
Sabarkantha,Dhansura,Alwa Kampa,7.91,1310.0,878.0,460.0,68.0,70.0,113.0,0.8,0.0,659.0,85.0,33.0,15.0,0.5,540.0,0.0
Sabarkantha,VIJAYNAGAR,Atarsumba1,7.71,990.0,663.0,480.0,116.0,46.0,46.0,2.2,0.0,403.0,113.0,60.0,38.0,0.2,330.0,0.0
Sabarkantha,BHILODA,Bhiloda2,7.92,1488.0,997.0,500.0,76.0,74.0,92.0,0.8,0.0,403.0,191.0,64.0,42.0,0.4,330.0,0.0
Sabarkantha,BAYAD,Boral,8.04,2901.0,1944.0,950.0,360.0,12.0,260.0,1.2,0.0,756.0,352.0,125.0,279.0,0.64,620.0,0.0
Sabarkantha,Talod,Boriya,7.70,2192.0,1469.0,580.0,136.0,58.0,225.0,0.8,0.0,451.0,418.0,100.0,20.0,0.5,370.0,3.145
Sabarkantha,IDAR,Chandap_DW,8.08,1373.0,920.0,490.0,108.0,53.0,100.0,4.1,0.0,403.0,177.0,95.0,44.0,0.8,330.0,0.0
Sabarkantha,VADALI,Choriwad,7.92,2351.0,1575.0,1100.0,280.0,96.0,67.0,2.8,0.0,451.0,461.0,230.0,29.0,0.6,370.0,0.0
Sabarkantha,DHANSURA,Dhansura,7.93,1200.0,804.0,460.0,100.0,50.0,77.0,1.1,0.0,451.0,92.0,150.0,4.0,0.6,370.0,0.037
Sabarkantha,MODASA,Gadada,7.88,1700.0,1139.0,640.0,120.0,82.0,122.0,2.9,0.0,451.0,234.0,175.0,55.0,0.93,370.0,0.342
Sabarkantha,HIMATNAGAR,Gadha1,8.03,3171.0,2125.0,750.0,140.0,96.0,360.0,2.1,0.0,537.0,603.0,140.0,110.0,1.15,440.0,0.043
Sabarkantha,TALOD,Harsol1,8.28,1424.0,954.0,370.0,60.0,53.0,176.0,2.1,0.0,659.0,99.0,50.0,27.0,1.1,540.0,0.0
Sabarkantha,IDAR,Idar,8.51,1700.0,1139.0,540.0,68.0,89.0,181.0,3.7,60.0,500.0,220.0,70.0,45.0,2.4,510.0,0.043
Sabarkantha,DHANSURA,Karanpur,7.91,828.0,555.0,320.0,84.0,26.0,65.0,0.6,0.0,378.0,71.0,50.0,7.0,0.75,310.0,0.0
Sabarkantha,TALOD,Kesarpura(Mayal),7.91,1431.0,959.0,580.0,160.0,43.0,60.0,2.0,0.0,317.0,198.0,170.0,28.0,0.6,260.0,0.0
Sabarkantha,Vadoli,Kesharpura,8.58,1586.0,1063.0,230.0,36.0,34.0,290.0,1.1,72.0,561.0,128.0,65.0,36.0,3.0,580.0,0.167
Sabarkantha,KHEDBRAHMA,Khedbramha_1,7.65,3700.0,2479.0,1600.0,402.0,132.0,150.0,2.1,0.0,354.0,922.0,160.0,180.0,0.68,290.0,0.102
Sabarkantha,MALPUR,Malpur_1,8.01,910.0,610.0,480.0,96.0,58.0,24.0,0.6,0.0,342.0,57.0,105.0,80.0,0.75,280.0,0.012
Sabarkantha,HIMATNAGAR,Mathasuliya,7.86,1210.0,811.0,500.0,128.0,43.0,74.0,22.6,0.0,439.0,120.0,145.0,11.0,0.3,360.0,0.0
Sabarkantha,KHEDBRAHMA,Matoda,7.74,2980.0,1997.0,1250.0,72.0,257.0,123.0,25.0,0.0,512.0,603.0,100.0,149.0,0.2,420.0,0.082
Sabarkantha,MODASA,Medasana,7.93,1175.0,787.0,430.0,84.0,53.0,87.0,0.7,0.0,427.0,128.0,62.0,33.0,0.8,350.0,0.005
Sabarkantha,MODASA,Megraj_1,7.99,700.0,469.0,280.0,88.0,14.0,46.0,3.0,0.0,366.0,43.0,5.0,13.0,0.36,300.0,0.215
Sabarkantha,MODASA,Modasa2,7.7,1248.0,836.0,500.0,128.0,43.0,82.0,3.1,0.0,329.0,156.0,120.0,85.0,0.24,270.0,0.0
Sabarkantha,KHEDBRAHMA,Poshina2,8.19,2304.0,1544.0,950.0,200.0,108.0,129.0,6.6,0.0,854.0,213.0,34.0,189.0,0.86,700.0,0.201
Sabarkantha,BHILODA,Punasan,7.89,872.0,584.0,310.0,80.0,26.0,61.0,0.8,0.0,390.0,57.0,26.0,19.0,0.28,320.0,0.0
Sabarkantha,HIMATNAGAR,Ramgarh,7.99,3783.0,2535.0,1100.0,160.0,168.0,360.0,26.9,0.0,683.0,886.0,65.0,3.0,0.75,560.0,0.447
Sabarkantha,IDAR,Revas,7.9,1869.0,1252.0,700.0,148.0,79.0,95.0,5.6,0.0,403.0,227.0,230.0,61.0,1.0,330.0,0.013
Sabarkantha,BAYAD,Sathamba,8.09,1290.0,864.0,540.0,88.0,77.0,63.0,3.2,0.0,610.0,92.0,25.0,22.0,0.75,500.0,0.014
Sabarkantha,MODASA,Seenawad,7.64,1744.0,1168.0,700.0,200.0,48.0,105.0,12.4,0.0,561.0,231.0,155.0,12.0,0.5,460.0,0.082
Sabarkantha,BHILODA,Shamlaji,7.72,1600.0,1072.0,620.0,180.0,41.0,56.0,9.1,0.0,610.0,71.0,130.0,33.0,0.35,500.0,2.056
Sabarkantha,KHEDBRAHMA,Silwad,7.7,4651.0,3116.0,1800.0,200.0,312.0,280.0,9.8,0.0,512.0,1205.0,110.0,170.0,0.86,420.0,0.898
Sabarkantha,BHILODA,Takatuka_1,8.05,1836.0,1230.0,490.0,64.0,79.0,230.0,1.2,0.0,525.0,355.0,58.0,4.0,0.76,430.0,0.0
Sabarkantha,Talod,Umedpura,8.02,1512.0,1013.0,440.0,60.0,70.0,210.0,0.4,0.0,647.0,177.0,105.0,25.0,1.1,530.0,0.28
Sabarkantha,VIJAYNAGAR,Vijaynagar1,7.83,1100.0,737.0,330.0,72.0,36.0,105.0,4.5,0.0,427.0,128.0,16.0,11.0,0.5,350.0,0.076
Sabarkantha,HIMATNAGAR,Virpur_1(Himmat),8.05,900.0,603.0,240.0,76.0,12.0,84.0,0.8,0.0,403.0,28.0,45.0,13.0,0.75,330.0,0.084
Sabarkantha,Himmatnagar,Vaktapur,8.12,2919.0,1956.0,950.0,160.0,132.0,280.0,2.4,0.0,488.0,638.0,105.0,154.0,0.86,400.0,0.0
Surat,VADALI,Wadali,7.98,2748.0,439.0,700.0,152.0,78.0,310.0,2.6,0.0,439.0,625.0,12.0,105.0,0.93,360.0,0.272
Surat,BARDOLI,Allu,8.06,610.0,409.0,250.0,24.0,46.0,47.0,0.5,0.0,342.0,36.0,6.0,14.0,0.52,280.0,0.149
Surat,VYARA,Bedchit,7.64,1583.0,1061.0,610.0,92.0,92.0,110.0,0.2,0.0,500.0,263.0,23.0,42.0,0.65,410.0,0.1
Surat,Mangrol,Bhatkol,8.02,865.0,580.0,200.0,32.0,29.0,115.0,1.2,0.0,366.0,92.0,3.0,13.0,0.9,300.0,0.357
Surat,UMARPADA,Chavada2,7.79,363.0,243.0,170.0,36.0,19.0,23.0,0.5,0.0,220.0,21.0,5.0,4.0,0.4,180.0,1.33
Surat,Kemraj,Digas,8.28,898.0,602.0,160.0,4.0,36.0,169.0,0.7,0.0,512.0,36.0,40.0,21.0,0.89,420.0,0.064
Surat,MANGROL,Dungri,7.74,1491.0,999.0,420.0,88.0,49.0,180.0,7.2,0.0,610.0,185.0,44.0,10.0,0.38,500.0,0.267
Surat,SONGADH,Jesingpura[sg],7.87,668.0,448.0,280.0,28.0,51.0,24.0,1.0,0.0,342.0,28.0,2.0,9.0,0.24,280.0,0.184
Surat,UMARPADA,Juna umarpada,8.05,458.0,307.0,170.0,40.0,17.0,25.0,1.1,0.0,207.0,28.0,7.0,8.0,0.4,170.0,0.437
Surat,Bardoli,Kadod 1,8.14,522.0,350.0,110.0,24.0,12.0,80.0,0.5,0.0,268.0,28.0,7.0,17.0,0.46,220.0,0.438
Surat,KAMREJ,Kathor,7.9,1489.0,998.0,400.0,24.0,83.0,163.0,0.6,0.0,586.0,178.0,0.0,18.0,0.43,480.0,0.614
Surat,Valod,Kelkui,7.96,463.0,310.0,190.0,56.0,12.0,26.0,0.0,0.0,232.0,36.0,1.0,3.0,0.25,190.0,0.82
Surat,Songarh,Kherwada,7.92,591.0,396.0,160.0,28.0,22.0,66.0,1.3,0.0,268.0,36.0,20.0,15.0,0.4,220.0,0.195
Surat,MANDVI,Mandvi2,7.76,1014.0,679.0,280.0,44.0,41.0,109.0,0.5,0.0,329.0,92.0,65.0,59.0,0.56,270.0,0.455
Surat,Bardoli,Mota,8.18,2481.0,1662.0,540.0,40.0,107.0,345.0,1.6,0.0,573.0,511.0,20.0,69.0,0.89,470.0,0.074
Surat,VYARA,Moti Chher,7.73,462.0,310.0,130.0,36.0,10.0,46.0,1.4,0.0,171.0,43.0,31.0,2.0,0.35,140.0,0.197
Surat,Mandavi,Moti Sarkui,7.87,722.0,484.0,210.0,48.0,22.0,60.0,0.5,0.0,256.0,50.0,32.0,31.0,0.42,210.0,0.162
Surat,KAMREJ,Navi pardi,7.88,1509.0,1011.0,370.0,52.0,34.0,231.0,9.9,0.0,464.0,249.0,16.0,117.0,0.52,380.0,0.506
Surat,MANDVI,Nogama,7.84,804.0,539.0,220.0,40.0,29.0,80.0,0.2,0.0,256.0,64.0,46.0,52.0,0.45,210.0,0.069
Surat,OLPAD,Olpad2,8.19,1713.0,1148.0,180.0,24.0,29.0,290.0,61.7,0.0,732.0,156.0,29.0,12.0,1.37,600.0,0.15
Surat,PALSANA,Palsana,7.94,930.0,623.0,200.0,32.0,29.0,126.0,7.4,0.0,366.0,107.0,2.0,18.0,0.3,300.0,0.265
Surat,MANGROL,Paneshwar,7.78,1617.0,1083.0,490.0,132.0,39.0,128.0,1.3,0.0,195.0,383.0,16.0,45.0,0.42,160.0,0.069
Surat,BARDOLI,Sarbhon,8.07,1042.0,698.0,220.0,24.0,39.0,140.0,1.3,0.0,464.0,78.0,17.0,16.0,1.03,380.0,0.173
Surat,CHORASI,Sultanabad,8.21,1226.0,821.0,290.0,36.0,49.0,146.0,18.6,0.0,488.0,115.0,28.0,19.0,0.25,400.0,0.044
Surat,KAMREJ,Syan,7.92,1733.0,1161.0,550.0,64.0,95.0,150.0,0.6,0.0,342.0,376.0,35.0,28.0,0.44,280.0,0.945
Surat,BARDOLI,Ten-bardoli,8.12,617.0,413.0,230.0,24.0,29.0,36.0,0.2,0.0,293.0,36.0,10.0,7.0,0.43,240.0,0.272
Surat,UCHCHHAL,Uchchhal1,7.74,803.0,538.0,280.0,36.0,46.0,57.0,0.7,0.0,305.0,57.0,48.0,32.0,0.35,250.0,0.092
Surat,MANDVI,Ushker,7.74,790.0,529.0,160.0,32.0,19.0,107.0,2.3,0.0,317.0,36.0,35.0,50.0,0.42,260.0,0.078
Surat,Mahuva,Vaheval,7.52,788.0,528.0,300.0,76.0,27.0,48.0,0.3,0.0,366.0,57.0,17.0,8.0,0.4,300.0,0.05
Surat,VALOD,Valod,8.01,446.0,299.0,160.0,28.0,22.0,80.0,0.1,0.0,268.0,28.0,2.0,69.0,0.3,220.0,0.0
Surat,VYARA,Vyara1,8.06,301.0,202.0,90.0,20.0,10.0,38.0,2.4,0.0,183.0,14.0,0.0,2.0,0.3,150.0,0.287
Surat,Chorasi,Gavier,7.7,1351.0,905.0,500.0,92.0,66.0,92.0,13.1,0.0,488.0,107.0,17.0,127.0,0.29,400.0,0.418
Surendranagar,DASADA,Adriyana,8.03,7582.0,5080.0,1350.0,160.0,231.0,1172.0,35.0,0.0,268.0,1988.0,31.0,777.0,1.35,220.0,0.162
Surendranagar,Wadhvan,Anindra,8.04,650.0,436.0,260.0,56.0,29.0,38.0,5.5,0.0,293.0,50.0,7.0,20.0,1.66,240.0,0.087
Surendranagar,CHOTILA,Bamanbor,8.28,656.0,440.0,210.0,36.0,29.0,66.0,1.7,0.0,220.0,71.0,50.0,29.0,0.5,180.0,0.0
Surendranagar,Dasada,Dhama,8.07,1783.0,1195.0,280.0,40.0,44.0,266.0,54.4,0.0,549.0,234.0,46.0,31.0,1.68,450.0,0.012
Surendranagar,Sayla,Dhandhalpur 1,8.28,990.0,663.0,180.0,36.0,22.0,152.0,3.8,0.0,439.0,71.0,23.0,26.0,1.5,360.0,0.056
Surendranagar,Sayla,Dhedhuki 1,8.07,1142.0,765.0,280.0,56.0,34.0,127.0,4.6,0.0,305.0,185.0,4.0,36.0,0.45,250.0,0.104
Surendranagar,HALVAD,Halvad2,8.0,302.0,202.0,130.0,32.0,12.0,25.0,2.2,0.0,183.0,14.0,2.0,11.0,0.35,150.0,0.0
Surendranagar,DASADA,Jhinjhuwada,8.02,982.0,658.0,230.0,36.0,34.0,103.0,11.1,0.0,366.0,99.0,8.0,3.0,0.94,300.0,0.0
Surendranagar,Halvad,Juna Devliya 1,8.16,1346.0,902.0,220.0,48.0,24.0,204.0,8.0,0.0,427.0,199.0,27.0,5.0,0.8,350.0,0.235
Surendranagar,DASADA,Kherwa,7.98,968.0,649.0,190.0,44.0,19.0,132.0,8.0,0.0,305.0,149.0,3.0,9.0,0.85,250.0,0.094
Surendranagar,LAKHTAR,Lakhtar,8.04,796.0,533.0,160.0,44.0,12.0,108.0,9.1,0.0,329.0,78.0,3.0,7.0,1.41,270.0,0.024
Surendranagar,LIMBDI,Limbdi1,7.9,3175.0,2127.0,400.0,72.0,54.0,393.0,155.0,0.0,1257.0,270.0,51.0,270.0,1.4,1030.0,0.27
Surendranagar,Chotila,Moti Moladi,7.7,7380.0,4945.0,3100.0,320.0,559.0,200.0,1.1,0.0,268.0,1775.0,48.0,710.0,0.45,220.0,0.128
Surendranagar,MULI,Muli,8.28,3275.0,2194.0,260.0,48.0,34.0,635.0,1.2,0.0,622.0,696.0,42.0,90.0,3.28,510.0,0.096
Surendranagar,Dasada,Pipli,7.96,536.0,359.0,160.0,28.0,22.0,62.0,7.5,0.0,220.0,57.0,8.0,24.0,0.65,180.0,0.046
Surendranagar,DHRANGADHRA,Rajsitapur,8.65,1325.0,888.0,110.0,20.0,13.0,256.0,5.0,72.0,317.0,192.0,11.0,0.0,1.38,380.0,0.0
Surendranagar,MULI,Sara,7.65,3485.0,2335.0,720.0,192.0,58.0,447.0,11.4,0.0,354.0,738.0,70.0,276.0,1.3,290.0,0.002
Surendranagar,MULI,Sarla,8.0,1424.0,954.0,410.0,108.0,34.0,156.0,32.1,0.0,464.0,199.0,70.0,25.0,0.8,380.0,0.11
Surendranagar,LIMBDI,Shiyani,7.83,1059.0,710.0,200.0,68.0,7.0,145.0,9.3,0.0,317.0,135.0,40.0,28.0,0.58,260.0,0.721
Surendranagar,Sayla,Sudamda,7.59,3565.0,2389.0,1220.0,304.0,112.0,260.0,2.2,0.0,195.0,809.0,165.0,323.0,0.25,160.0,0.31
Surendranagar,DASADA,Visawadi,8.05,3522.0,2360.0,640.0,120.0,83.0,508.0,17.8,0.0,366.0,795.0,95.0,221.0,0.85,300.0,0.0
Surendranagar,LAKHTAR,Vitthalgarh,7.88,2863.0,1918.0,560.0,184.0,24.0,392.0,29.7,0.0,366.0,525.0,22.0,330.0,0.44,300.0,0.079
The dangs,WADHWAN,Warod,7.99,991.0,664.0,230.0,64.0,17.0,154.0,34.5,0.0,464.0,85.0,23.0,40.0,0.95,380.0,2.104
The dangs,The dangs,Aherdi,7.8,337.0,226.0,180.0,40.0,19.0,29.0,0.3,0.0,220.0,21.0,6.0,27.0,0.04,180.0,0.277
The dangs,The dangs,Ahwa1,7.73,893.0,598.0,300.0,76.0,27.0,63.0,12.3,0.0,256.0,114.0,23.0,44.0,0.1,210.0,0.089
The dangs,The Dangs,Ambapada,8.2,367.0,246.0,190.0,48.0,17.0,20.0,0.5,0.0,244.0,21.0,3.0,1.0,0.2,200.0,0.346
The dangs,The Dangs,Bori Goatha 1,7.76,477.0,320.0,240.0,64.0,19.0,18.0,0.3,0.0,220.0,28.0,16.0,43.0,0.25,180.0,0.532
The dangs,The Dang,Boripada,7.74,380.0,255.0,190.0,52.0,15.0,14.0,0.0,0.0,195.0,28.0,7.0,13.0,0.36,160.0,0.0
The dangs,The dangs,Chikhli,7.89,400.0,268.0,200.0,52.0,17.0,21.0,0.2,0.0,244.0,14.0,1.0,24.0,0.05,200.0,1.577
The dangs,The dangs,Chinchnogaotha,7.57,656.0,440.0,290.0,76.0,24.0,13.0,0.4,0.0,244.0,50.0,41.0,13.0,0.2,200.0,0.016
The dangs,The dangs,Dhumkal,7.69,362.0,243.0,170.0,28.0,12.0,29.0,3.1,0.0,244.0,14.0,1.0,11.0,0.2,200.0,0.142
The dangs,The dangs,Ghubita,7.59,407.0,273.0,190.0,52.0,15.0,34.0,0.7,0.0,256.0,21.0,4.0,20.0,0.15,210.0,0.566
The dangs,The dangs,Jakana,8.24,548.0,367.0,240.0,68.0,17.0,17.0,0.7,0.0,195.0,43.0,47.0,17.0,0.2,160.0,0.123
The dangs,The dangs,Kalibel,7.61,1114.0,746.0,470.0,96.0,56.0,62.0,16.6,0.0,354.0,178.0,9.0,51.0,0.12,290.0,1.544
The dangs,The dangs,Malegaon,7.94,394.0,264.0,170.0,48.0,12.0,17.0,0.7,0.0,195.0,28.0,6.0,2.0,0.25,160.0,0.603
The dangs,The dangs,Nadak khadi,7.99,442.0,296.0,210.0,44.0,24.0,21.0,0.5,0.0,244.0,21.0,15.0,12.0,0.36,200.0,0.165
The dangs,The dangs,Nana pada,7.92,396.0,265.0,190.0,48.0,17.0,15.0,0.4,0.0,244.0,14.0,2.0,1.0,0.12,200.0,0.471
The dangs,The dangs,Sodmal,7.87,413.0,277.0,200.0,52.0,17.0,17.0,0.3,0.0,244.0,21.0,3.0,4.0,0.2,200.0,0.337
The dangs,The dangs,Subir,7.74,393.0,263.0,170.0,40.0,17.0,24.0,1.2,0.0,207.0,28.0,4.0,8.0,0.2,170.0,0.23
