DISTRICT,LOCATION,PH,EC,TDS,TH,CA,MG,NA,K,CO3,HCO3,CL,NO3,SO4,F,ALK,YEAR,SAR,WQI,WQI_CLASSIF,EWQI,EWQI_CLASSIF,CCME-WQI,CCME-WQI_CLASSIF
Bhavnagar,Khijadiya,8.7,1195.0,801.0,70.0,12.0,10.0,242.0,0.3,120.0,122.0,142.0,7.0,81.0,1.2,300.0,2017,,82.37843552654672,Very Poor,83.5268844188121,Very Poor,251.44053244578788,
Bhavnagar,Kundheli,8.28,296.0,198.0,120.0,24.0,15.0,23.0,2.3,0.0,146.0,21.0,3.0,16.0,0.35,120.0,2017,,33.299955791335094,Good,37.151987839019725,Good,362.25280831754554,
Bhavnagar,Longadi,8.12,667.0,447.0,110.0,16.0,17.0,100.0,22.2,0.0,281.0,64.0,4.0,1.0,0.54,230.0,2017,,43.05098144891828,Good,51.9829956476762,Poor,304.4475188000086,
Bhavnagar,Mahuva,8.28,2990.0,2003.0,160.0,40.0,15.0,620.0,1.4,0.0,854.0,540.0,37.0,3.0,1.23,700.0,2017,,89.30779554403149,Very Poor,177.16164089202334,Unsuitable,339.91282295419654,
Bhavnagar,Motivadal,7.99,1171.0,785.0,400.0,48.0,68.0,97.0,6.2,0.0,329.0,149.0,95.0,49.0,0.28,270.0,2017,,42.5503209681532,Good,121.268816711343,Unsuitable,194.70906586059994,
Bhavnagar,Ningala,8.27,1150.0,771.0,110.0,24.0,12.0,225.0,1.7,0.0,476.0,114.0,20.0,27.0,0.75,390.0,2017,,57.5155665000977,Poor,80.38600029504472,Very Poor,246.68712317027843,
Bhavnagar,Panchpipla,7.96,921.0,617.0,190.0,32.0,27.0,124.0,0.1,0.0,366.0,78.0,36.0,17.0,0.65,300.0,2017,,51.63738041307781,Poor,76.5607870103204,Very Poor,246.60452622814887,
Bhavnagar,Panvi1,8.28,2129.0,1426.0,120.0,24.0,15.0,465.0,9.6,0.0,976.0,199.0,12.0,29.0,2.72,800.0,2017,,162.07871775002735,Unsuitable,132.42193090530884,Unsuitable,393.5611052686004,
Bhavnagar,Sajnasar,8.11,1145.0,767.0,450.0,136.0,27.0,77.0,10.8,0.0,476.0,114.0,30.0,37.0,0.75,390.0,2017,,61.25988411369077,Poor,104.59201268558998,Unsuitable,131.077349265509,
Bhavnagar,Sandhida,8.13,555.0,372.0,220.0,28.0,36.0,36.0,2.4,0.0,268.0,43.0,15.0,4.0,0.35,220.0,2017,,36.65984065011575,Good,58.527607984886245,Poor,188.99674687225354,
Bhavnagar,Shantinagar,8.13,2358.0,1580.0,940.0,184.0,117.0,135.0,10.9,0.0,610.0,355.0,38.0,187.0,0.31,500.0,2017,,55.80243727171276,Poor,206.4216580570747,Unsuitable,236.78356427819563,
Bhavnagar,Talaja2,8.02,1314.0,880.0,490.0,32.0,88.0,105.0,0.5,0.0,281.0,249.0,66.0,75.0,0.38,230.0,2017,,48.680750355159496,Good,130.93039687993644,Unsuitable,194.56859100407587,
Bhavnagar,Tardhera,8.21,2052.0,1375.0,680.0,176.0,56.0,220.0,2.0,0.0,73.0,660.0,64.0,99.0,0.15,60.0,2017,,38.15833349890887,Good,183.27734237728492,Unsuitable,287.50503676571134,
Bhavnagar,Tatam,7.33,10930.0,7323.0,4450.0,540.0,754.0,450.0,59.8,0.0,195.0,3089.0,575.0,374.0,0.97,160.0,2017,,218.8152232620365,Unsuitable,1057.172305932146,Unsuitable,559.8154967748135,
Bhavnagar,Timbi2,8.21,293.0,196.0,100.0,28.0,7.0,23.0,4.0,0.0,122.0,28.0,7.0,3.0,0.33,100.0,2017,,30.75504790099909,Good,34.37435061457077,Good,362.2988454175237,
Bhavnagar,Trapaj,8.16,1498.0,1004.0,650.0,16.0,148.0,67.0,25.0,0.0,610.0,170.0,31.0,26.0,0.2,500.0,2017,,48.47177765194038,Good,146.41219266006487,Unsuitable,265.4066198481434,
Bhavnagar,Vallbhipur,8.18,545.0,365.0,100.0,24.0,10.0,80.0,2.2,0.0,159.0,78.0,6.0,25.0,0.57,130.0,2017,,43.59660263861154,Good,47.582878861119134,Good,362.19395398644593,
Bhavnagar,Vavdi,8.28,756.0,507.0,260.0,20.0,51.0,62.0,0.8,0.0,281.0,78.0,33.0,24.0,0.54,230.0,2017,,50.87887099017474,Poor,79.17374985874739,Very Poor,131.2372883603133,
Daman,Dabhel,7.97,1297.0,869.0,370.0,76.0,44.0,135.0,0.4,0.0,488.0,171.0,3.0,15.0,0.33,400.0,2017,,38.39153851121112,Good,98.6922874694302,Very Poor,73.42084899458575,Fair
Daman,Dalwada,8.07,752.0,504.0,230.0,44.0,29.0,80.0,2.2,0.0,378.0,43.0,31.0,7.0,0.0,310.0,2017,,19.72378343383768,Excellent,68.6991692758054,Poor,188.98229814834718,
Daman,Jempur,8.09,1033.0,692.0,290.0,56.0,36.0,112.0,22.2,0.0,512.0,64.0,12.0,11.0,0.4,420.0,2017,,41.59906913440428,Good,82.60372131211743,Very Poor,131.20109720422283,
Daman,Khariwad daman,8.14,1299.0,870.0,230.0,24.0,29.0,194.0,16.4,0.0,561.0,121.0,3.0,14.0,0.65,460.0,2017,,53.37813061921935,Poor,87.8564910033341,Very Poor,188.88273943374247,
Daman,Warkund,7.71,1669.0,1118.0,510.0,60.0,88.0,158.0,1.0,0.0,512.0,263.0,40.0,23.0,0.7,420.0,2017,,63.16290959245241,Poor,139.30066978862422,Unsuitable,138.15512332663758,
Diu,Diu,8.28,3545.0,2375.0,360.0,40.0,63.0,635.0,41.2,0.0,561.0,838.0,0.0,79.0,0.4,460.0,2017,,51.03283685512473,Poor,213.6969225490311,Unsuitable,211.19683940458225,
Diu,Gomti Mata,8.19,4011.0,2687.0,720.0,56.0,14.0,583.0,40.0,0.0,476.0,937.0,175.0,112.0,0.2,390.0,2017,,44.83275357063618,Good,274.7493971445526,Unsuitable,416.9121300310553,
Diu,Jalawali,7.54,14330.0,9601.0,4250.0,760.0,57.0,1674.0,45.2,0.0,134.0,5396.0,2.0,66.0,0.2,110.0,2017,,73.15872657520275,Poor,947.1334341164312,Unsuitable,446.2478641301892,
Diu,Butchwada,8.12,16770.0,11236.0,3000.0,320.0,535.0,2650.0,55.8,0.0,281.0,5645.0,50.0,407.0,0.7,230.0,2017,,161.72840862052405,Unsuitable,1135.6226871585036,Unsuitable,596.4968967066237,
Diu,Vichwadi,8.25,6216.0,4165.0,1800.0,260.0,280.0,580.0,55.8,0.0,293.0,1775.0,105.0,191.0,0.35,240.0,2017,,91.67030245680962,Very Poor,491.4151948595095,Unsuitable,558.9400175159263,
Dohad,Ambakatch,7.92,1803.0,1208.0,540.0,72.0,86.0,163.0,7.2,0.0,842.0,128.0,9.0,10.0,1.2,690.0,2017,,90.703810389533,Very Poor,138.5349679740825,Unsuitable,211.0307981172774,
Dohad,Badpa,7.74,996.0,667.0,220.0,40.0,29.0,164.0,1.1,0.0,512.0,78.0,20.0,21.0,3.0,420.0,2017,,169.3464176907513,Unsuitable,87.9146808596555,Very Poor,194.6718662924161,
Dohad,Dadhela,7.59,961.0,644.0,350.0,64.0,46.0,80.0,4.6,0.0,451.0,78.0,43.0,5.0,1.15,370.0,2017,,77.9001541508128,Very Poor,91.65096972341304,Very Poor,73.40210887457832,Fair
Dohad,Dahod Urban-1,7.67,1052.0,705.0,370.0,92.0,34.0,63.0,0.4,0.0,281.0,78.0,150.0,40.0,1.03,230.0,2017,,76.70969237723403,Very Poor,120.9537858236272,Unsuitable,83.18538091503476,Good
Dohad,Dahod Urban-2,7.56,2315.0,1551.0,640.0,104.0,122.0,210.0,6.6,0.0,500.0,298.0,170.0,115.0,1.66,410.0,2017,,124.1627585047868,Unsuitable,218.716120950569,Unsuitable,351.21444418688617,
Dohad,Dahod Urban-3,7.55,1583.0,1061.0,380.0,72.0,48.0,201.0,2.4,0.0,610.0,184.0,46.0,10.0,2.32,500.0,2017,,139.5112214671978,Unsuitable,127.46646810975024,Unsuitable,287.40122233224383,
Dohad,Dahod2,7.33,2454.0,1644.0,750.0,200.0,60.0,214.0,3.7,0.0,470.0,390.0,215.0,94.0,0.75,385.0,2017,,72.88337365097343,Poor,226.8329088654524,Unsuitable,237.20220412124633,
Dohad,Devgadh Baria,7.7,990.0,663.0,320.0,64.0,38.0,75.0,2.3,0.0,390.0,85.0,12.0,29.0,0.87,320.0,2017,,61.60028735632184,Poor,81.42961389581401,Very Poor,131.08842548563777,
Dohad,Garbara,7.91,4184.0,2803.0,1000.0,160.0,144.0,479.0,21.4,0.0,720.0,638.0,400.0,203.0,1.96,590.0,2017,,164.53327513353665,Unsuitable,388.7732752892498,Unsuitable,390.7997550383616,
Dohad,Jhalod1,7.73,562.0,377.0,220.0,52.0,22.0,73.0,1.8,0.0,268.0,42.0,7.0,88.0,0.84,220.0,2017,,56.33334566870988,Poor,57.21804808442168,Poor,246.5716138834942,
Dohad,Kanjetha,7.86,785.0,526.0,310.0,72.0,31.0,60.0,3.2,0.0,451.0,35.0,9.0,11.0,0.84,370.0,2017,,60.60131433850924,Poor,71.82647672676815,Poor,131.11836043605462,
Dohad,Khandania,7.71,1000.0,670.0,660.0,76.0,113.0,43.0,1.5,0.0,378.0,92.0,20.0,279.0,2.0,310.0,2017,,129.96958476970102,Unsuitable,130.82343743057032,Unsuitable,188.73906548387055,
Dohad,Limbdi,7.24,2300.0,1541.0,630.0,156.0,58.0,210.0,7.7,0.0,512.0,440.0,34.0,8.0,0.9,420.0,2017,,68.19663360123455,Poor,166.2557736775457,Unsuitable,158.31549330640684,
Dohad,Mirakhedi,7.74,957.0,641.0,380.0,116.0,22.0,63.0,1.3,0.0,427.0,64.0,74.0,13.0,0.9,350.0,2017,,66.19715831006998,Poor,97.950468223792,Very Poor,194.61918958218223,
Dohad,Panchwada,7.09,1219.0,817.0,430.0,80.0,55.0,115.0,3.5,0.0,647.0,92.0,3.0,12.0,1.15,530.0,2017,,74.39484522000019,Poor,95.11350697954946,Very Poor,15.698898612592231,Poor
Dohad,Sarsava,7.31,805.0,539.0,360.0,116.0,17.0,29.0,7.5,0.0,403.0,35.0,21.0,23.0,0.8,330.0,2017,,53.24640692834223,Poor,71.32470688113138,Poor,131.17485827754442,
Dohad,Sukhsar,7.62,964.0,646.0,300.0,64.0,34.0,91.0,2.1,0.0,427.0,57.0,60.0,15.0,0.83,350.0,2017,,61.15457435500056,Poor,89.33322298404843,Very Poor,194.57567571167021,
Dohad,Tokarba,7.42,910.0,610.0,340.0,128.0,5.0,53.0,3.9,0.0,403.0,71.0,2.0,18.0,1.0,330.0,2017,,62.18904651678771,Poor,70.47821363879679,Poor,73.5311478425723,Fair
Dohad,Varamkheda,7.46,764.0,512.0,330.0,76.0,34.0,38.0,1.2,0.0,354.0,50.0,44.0,12.0,1.18,290.0,2017,,76.07576553843506,Very Poor,78.96451111716742,Very Poor,15.742375489129088,Poor
Dohad,Wadia,7.44,876.0,587.0,300.0,52.0,46.0,82.0,5.6,0.0,403.0,64.0,48.0,14.0,1.16,330.0,2017,,76.60065543071161,Very Poor,85.39740652040767,Very Poor,138.22693255821315,
Gandhinagar,Paliya,8.18,2574.0,1725.0,580.0,56.0,107.0,258.0,1.8,0.0,464.0,298.0,144.0,208.0,0.85,380.0,2017,,84.53425401603434,Very Poor,215.3145292975978,Unsuitable,236.9346099479265,
Gandhinagar,Serthapara1,7.52,4692.0,3144.0,1300.0,80.0,268.0,572.0,62.8,0.0,1196.0,568.0,370.0,432.0,1.4,980.0,2017,,149.5093490563851,Unsuitable,440.3877696551275,Unsuitable,472.448052271744,
Jamnagar,Ambardi,7.98,495.0,332.0,210.0,56.0,17.0,40.0,1.4,0.0,146.0,99.0,34.0,7.0,0.29,120.0,2017,,30.73188156713923,Good,58.17020405169006,Poor,304.41840750533976,
Jamnagar,Amran1,7.73,2469.0,1654.0,900.0,68.0,175.0,170.0,2.7,0.0,439.0,461.0,40.0,209.0,0.3,360.0,2017,,56.05113121197973,Poor,214.8715420791651,Unsuitable,236.8510624479336,
Jamnagar,Aramda,7.75,13550.0,9079.0,3000.0,280.0,552.0,1800.0,18.5,0.0,281.0,3900.0,2.0,1062.0,1.25,230.0,2017,,178.61437435632513,Unsuitable,954.4891474601374,Unsuitable,472.9706053513347,
Jamnagar,Balwa,8.06,1062.0,712.0,380.0,68.0,50.0,96.0,0.2,0.0,183.0,156.0,110.0,121.0,0.26,150.0,2017,,40.15504806657461,Good,119.71714402688626,Unsuitable,251.45126742254365,
Jamnagar,Bed1,7.48,4956.0,3321.0,1700.0,260.0,252.0,365.0,6.4,0.0,403.0,1312.0,13.0,266.0,0.3,330.0,2017,,71.71246179344784,Poor,390.22208544088727,Unsuitable,432.8312032499242,
Jamnagar,Bedanpur,8.0,843.0,565.0,210.0,48.0,22.0,134.0,2.2,0.0,293.0,92.0,12.0,114.0,0.5,240.0,2017,,42.38302064395633,Good,71.98034485569167,Poor,188.84256356494672,
Jamnagar,Bhanvad,7.61,5893.0,3948.0,1900.0,320.0,264.0,621.0,2.3,0.0,232.0,1454.0,94.0,870.0,0.43,190.0,2017,,88.52134549982284,Very Poor,488.1783373933135,Unsuitable,639.9867809993588,
Jamnagar,Bhogat1,7.82,1008.0,675.0,370.0,88.0,36.0,91.0,7.4,0.0,207.0,163.0,7.0,151.0,0.88,170.0,2017,,62.396272977743344,Poor,91.22231055403624,Very Poor,130.98507301645697,
Jamnagar,Changa,7.74,1493.0,1000.0,410.0,84.0,48.0,152.0,0.5,0.0,329.0,227.0,58.0,95.0,0.35,270.0,2017,,40.64623746179345,Good,123.79096006824976,Unsuitable,138.1620857843071,
Jamnagar,Dhrol2,8.1,1673.0,1121.0,350.0,96.0,26.0,219.0,0.9,0.0,110.0,369.0,65.0,149.0,0.39,90.0,2017,,42.840608970219584,Good,134.5134386065856,Unsuitable,265.2771230239276,
Jamnagar,Dudhai2,8.29,977.0,655.0,180.0,36.0,22.0,161.0,2.8,0.0,195.0,99.0,5.0,213.0,0.94,160.0,2017,,66.33376209115262,Poor,79.95219539143449,Very Poor,246.51101244063494,
Jamnagar,Dwarka,7.65,9035.0,6053.0,2300.0,240.0,408.0,1100.0,14.8,0.0,183.0,2624.0,62.0,711.0,0.83,150.0,2017,,130.2162872503535,Unsuitable,678.6107372326023,Unsuitable,640.1964466309702,
Jamnagar,Haripur2,7.8,1230.0,824.0,460.0,112.0,43.0,90.0,1.8,0.0,195.0,163.0,150.0,135.0,0.6,160.0,2017,,57.7581060809267,Poor,139.80863652898887,Unsuitable,194.7455943194414,
Jamnagar,Jambuda,7.52,2330.0,1561.0,1000.0,280.0,72.0,100.0,0.2,0.0,183.0,603.0,68.0,144.0,0.39,150.0,2017,,49.97765980521695,Good,210.0825209180201,Unsuitable,365.6764070277707,
Jamnagar,Jamnagar2,7.79,1247.0,835.0,390.0,64.0,55.0,120.0,0.5,0.0,293.0,191.0,45.0,96.0,0.58,240.0,2017,,51.83890486692696,Poor,111.25265959477744,Unsuitable,131.0300155863979,
Jamnagar,Juvanpur,8.28,733.0,491.0,260.0,40.0,38.0,75.0,0.7,0.0,159.0,113.0,45.0,90.0,0.3,130.0,2017,,37.51483995469853,Good,81.51776177762311,Very Poor,246.59970932879497,
Jamnagar,Kajuda,7.78,1560.0,1045.0,520.0,112.0,58.0,136.0,0.4,0.0,195.0,340.0,56.0,119.0,0.44,160.0,2017,,46.89374132798193,Good,139.10904889954483,Unsuitable,210.9944122937771,
Jamnagar,Kalawad,7.75,1389.0,931.0,510.0,84.0,72.0,93.0,3.6,0.0,439.0,156.0,49.0,85.0,0.35,360.0,2017,,43.82077103554244,Good,125.04339039539455,Unsuitable,138.17872970777736,
Jamnagar,Kalyanpur,7.91,1369.0,917.0,360.0,72.0,43.0,170.0,0.3,0.0,256.0,255.0,35.0,121.0,0.35,210.0,2017,,39.38853712368823,Good,113.20602513042678,Unsuitable,73.28770952338843,Fair
Jamnagar,Khirsara,6.86,3685.0,2469.0,1600.0,320.0,192.0,160.0,1.4,0.0,159.0,1028.0,40.0,303.0,0.39,130.0,2017,,61.99744972299215,Poor,320.5806661978221,Unsuitable,477.71629334534873,
Jamnagar,Kuvadia,7.93,4373.0,2930.0,1300.0,220.0,180.0,400.0,2.6,0.0,439.0,957.0,80.0,360.0,1.1,360.0,2017,,108.58183355023728,Unsuitable,349.0523161456881,Unsuitable,390.2649969931199,
Jamnagar,Lalpur1,8.13,857.0,574.0,340.0,92.0,26.0,57.0,1.6,0.0,305.0,71.0,55.0,65.0,0.15,250.0,2017,,29.766232196491792,Good,88.54198826365844,Very Poor,194.60706997019042,
Jamnagar,Lambha 1,7.9,1882.0,1261.0,400.0,84.0,46.0,221.0,9.1,0.0,220.0,390.0,68.0,79.0,2.26,180.0,2017,,139.2241549025257,Unsuitable,153.7502113907399,Unsuitable,236.7749715343612,
Jamnagar,Mojap,8.26,3514.0,2354.0,800.0,260.0,36.0,445.0,40.9,0.0,927.0,674.0,52.0,1.0,0.85,760.0,2017,,80.06903323763068,Very Poor,245.82405800285304,Unsuitable,477.5515634705131,
Jamnagar,Mota kalawad,8.07,889.0,596.0,270.0,56.0,31.0,92.0,0.4,0.0,293.0,71.0,48.0,85.0,0.4,240.0,2017,,41.3176486950993,Good,85.25263263304296,Very Poor,194.55919956276477,
Jamnagar,Moti matli,7.92,868.0,582.0,180.0,56.0,10.0,115.0,0.6,0.0,232.0,128.0,29.0,31.0,0.64,190.0,2017,,47.87421326789788,Good,70.84565939021404,Poor,304.32322066461717,
Jamnagar,Nikava,7.12,1120.0,750.0,360.0,84.0,36.0,123.0,9.1,0.0,390.0,142.0,8.0,94.0,0.3,320.0,2017,,27.90936909102349,Good,85.03951377136863,Very Poor,73.37587237609529,Fair
Jamnagar,Pindara1,8.08,3173.0,2126.0,950.0,180.0,120.0,300.0,4.9,0.0,268.0,745.0,36.0,277.0,0.43,220.0,2017,,61.38775519327631,Poor,251.31430324526912,Unsuitable,269.8531733312984,
Jamnagar,Raval,8.27,2699.0,1808.0,700.0,200.0,48.0,300.0,28.9,0.0,232.0,603.0,96.0,214.0,0.26,190.0,2017,,47.571769538739694,Good,217.8274058046319,Unsuitable,236.87421918783997,
Jamnagar,Samrasar1,8.28,1378.0,923.0,290.0,64.0,31.0,200.0,1.4,0.0,207.0,248.0,62.0,144.0,0.4,170.0,2017,,44.70384872026677,Good,118.18238064085486,Unsuitable,251.27216728367074,
Jamnagar,Seth vadala,7.86,1494.0,1001.0,610.0,80.0,98.0,90.0,4.5,0.0,561.0,121.0,33.0,140.0,0.26,460.0,2017,,43.65162156389394,Good,136.7732616313176,Unsuitable,138.16412309368616,
Jamnagar,Toda,7.89,990.0,663.0,460.0,100.0,50.0,44.0,0.4,0.0,195.0,106.0,125.0,137.0,0.3,160.0,2017,,42.176368316130045,Good,123.08358260919128,Unsuitable,194.740194523654,
Jamnagar,Vad panchasara,7.54,1984.0,1329.0,720.0,164.0,74.0,151.0,3.6,0.0,220.0,340.0,185.0,223.0,0.13,180.0,2017,,40.55482280107425,Good,201.9086811880469,Unsuitable,237.09073938764112,
Jamnagar,Vadtara,8.11,791.0,530.0,280.0,92.0,12.0,71.0,0.2,0.0,183.0,92.0,76.0,87.0,0.53,150.0,2017,,47.37158690893677,Good,88.08670967985915,Very Poor,251.44037991569542,
Jamnagar,Varwada,8.29,5892.0,3948.0,1500.0,200.0,240.0,660.0,63.1,0.0,598.0,1276.0,38.0,564.0,1.5,490.0,2017,,141.1737587630846,Unsuitable,439.5047083175901,Unsuitable,390.4700964207181,
Jamnagar,Vijarkha,7.75,1017.0,681.0,330.0,76.0,34.0,100.0,0.4,0.0,268.0,142.0,13.0,109.0,0.3,220.0,2017,,32.46763569742066,Good,85.31994997948466,Very Poor,73.36306557709003,Fair
Junagadh,Ajotha,7.97,1692.0,1134.0,530.0,84.0,13.0,152.0,1.5,0.0,171.0,419.0,38.0,87.0,0.35,140.0,2017,,36.86928226321871,Good,127.51258732081408,Unsuitable,194.5590404226698,
Junagadh,Alwani,7.95,643.0,431.0,250.0,36.0,39.0,36.0,0.3,0.0,268.0,57.0,7.0,20.0,0.31,220.0,2017,,33.326474450040905,Good,61.07019514648633,Poor,188.95137688997926,
Junagadh,Amervel Nes,8.11,571.0,383.0,180.0,28.0,27.0,50.0,1.9,0.0,244.0,57.0,0.0,7.0,0.0,200.0,2017,,16.606988197776648,Excellent,50.31412826854649,Poor,304.4285786286214,
Junagadh,Anandpur,7.76,2238.0,1499.0,830.0,160.0,103.0,100.0,0.0,0.0,159.0,482.0,80.0,156.0,0.7,130.0,2017,,69.30413483477219,Poor,200.51732163622623,Unsuitable,365.615370584616,
Junagadh,Antroli,7.98,11020.0,7383.0,2800.0,580.0,324.0,1190.0,37.0,0.0,220.0,3510.0,26.0,163.0,0.48,180.0,2017,,113.81102095523832,Unsuitable,777.3805954723762,Unsuitable,525.6342752860081,
Junagadh,Bamanwara,7.54,5200.0,3484.0,2050.0,360.0,276.0,230.0,6.6,0.0,61.0,1666.0,48.0,77.0,0.35,50.0,2017,,80.67447967891594,Very Poor,437.13614794287525,Unsuitable,605.3538860701802,
Junagadh,Bantva,8.27,2825.0,1893.0,900.0,220.0,84.0,230.0,2.1,0.0,378.0,745.0,28.0,2.0,0.6,310.0,2017,,67.18034941402823,Poor,223.15168769509285,Unsuitable,236.8723431142334,
Junagadh,Bhim Deval,8.1,898.0,602.0,280.0,60.0,32.0,94.0,4.7,0.0,232.0,129.0,35.0,77.0,0.36,190.0,2017,,38.7552442735705,Good,84.86956029537629,Very Poor,188.8189559454177,
Junagadh,Bilkha,8.29,1963.0,1315.0,800.0,104.0,130.0,98.0,2.2,0.0,500.0,277.0,66.0,147.0,0.48,410.0,2017,,65.81226989141555,Poor,188.4781447590487,Unsuitable,316.45606836801846,
Junagadh,Budhecha,7.87,1231.0,825.0,400.0,68.0,55.0,100.0,3.7,0.0,110.0,213.0,66.0,160.0,1.0,90.0,2017,,74.05786790053548,Poor,120.14409485535128,Unsuitable,194.47819955376787,
Junagadh,Chokli,8.53,1300.0,871.0,350.0,40.0,60.0,131.0,0.6,48.0,73.0,163.0,96.0,175.0,0.74,140.0,2017,,68.9018272086947,Poor,131.70131343452846,Unsuitable,320.4778760673283,
Junagadh,Chorwad,7.48,11310.0,7578.0,4100.0,1320.0,192.0,685.0,16.0,0.0,232.0,3297.0,31.0,636.0,0.45,190.0,2017,,108.9689373694023,Unsuitable,855.2264123227709,Unsuitable,559.5248225870887,
Junagadh,Dhokadva,8.25,535.0,358.0,230.0,32.0,36.0,35.0,1.8,0.0,207.0,57.0,0.0,53.0,0.0,170.0,2017,,18.941081274401693,Excellent,55.998277691220125,Poor,246.7022822722859,
Junagadh,Galodar,6.86,835.0,559.0,300.0,44.0,46.0,47.0,0.2,0.0,207.0,99.0,18.0,73.0,0.3,170.0,2017,,24.840649867374008,Excellent,67.26686716982248,Poor,188.88183565533683,
Junagadh,Girgadhada,8.05,625.0,419.0,200.0,44.0,22.0,45.0,0.8,0.0,220.0,50.0,33.0,19.0,0.05,180.0,2017,,20.10114768674436,Excellent,60.58927064309672,Poor,304.40739137439385,
Junagadh,Goraj1,8.16,1085.0,727.0,240.0,28.0,41.0,163.0,3.4,0.0,220.0,149.0,34.0,164.0,1.25,180.0,2017,,85.13616061819278,Very Poor,98.19553826459044,Very Poor,131.0286734194835,
Junagadh,Govindpura2,7.9,507.0,340.0,180.0,28.0,5.0,29.0,1.6,0.0,183.0,50.0,13.0,11.0,0.0,150.0,2017,,12.187300854038558,Excellent,42.37426893807434,Good,362.2339328676098,
Junagadh,Jambur[madhapar,7.97,692.0,464.0,250.0,32.0,41.0,59.0,1.2,0.0,293.0,85.0,8.0,10.0,0.0,240.0,2017,,18.28435344413647,Excellent,63.48822752272666,Poor,188.9845303500989,
Junagadh,Jamvala1,8.28,386.0,259.0,130.0,32.0,12.0,29.0,0.4,0.0,122.0,50.0,7.0,15.0,0.2,100.0,2017,,25.733716723459064,Good,41.57617767083289,Good,362.2489649567677,
Junagadh,Jargla Jargali,8.07,444.0,297.0,170.0,32.0,22.0,28.0,0.3,0.0,183.0,43.0,12.0,9.0,0.15,150.0,2017,,23.37149708421503,Excellent,46.76322827832124,Good,362.17670410540074,
Junagadh,Junagadh1,8.05,1180.0,791.0,360.0,76.0,41.0,83.0,2.0,0.0,146.0,184.0,70.0,97.0,0.23,120.0,2017,,35.21890731744471,Good,109.95925741567248,Unsuitable,194.5953318884882,
Junagadh,Juthal,8.29,763.0,511.0,300.0,56.0,38.0,55.0,3.1,0.0,232.0,121.0,7.0,48.0,0.3,190.0,2017,,36.29320320752905,Good,74.84006181627608,Poor,188.85365696841978,
Junagadh,Kalej,7.54,4499.0,3014.0,2000.0,360.0,364.0,150.0,3.1,0.0,85.0,1276.0,47.0,378.0,0.82,70.0,2017,,114.56896187457984,Unsuitable,432.6531078692076,Unsuitable,558.8391175037891,
Junagadh,Kanedipur,7.96,594.0,398.0,210.0,52.0,19.0,40.0,0.1,0.0,232.0,57.0,11.0,15.0,0.41,190.0,2017,,36.13552522211957,Good,55.17013769440731,Poor,304.3678773936009,
Junagadh,Kansari,8.28,1360.0,911.0,340.0,60.0,46.0,162.0,5.9,0.0,439.0,206.0,34.0,9.0,0.65,360.0,2017,,58.833481275064,Poor,112.22011722367928,Unsuitable,131.07366823251073,
Junagadh,Kesariyaji_1,7.88,1136.0,761.0,270.0,60.0,290.0,136.0,3.4,0.0,220.0,220.0,33.0,41.0,0.65,180.0,2017,,84.37650458478626,Very Poor,165.42778916180853,Unsuitable,251.47098200448863,
Junagadh,Kewarda,8.28,1960.0,1313.0,290.0,88.0,17.0,311.0,4.0,0.0,146.0,496.0,29.0,109.0,0.48,120.0,2017,,46.38679112978804,Good,137.22814257074532,Unsuitable,194.5478658503883,
Junagadh,Khambalia1,7.85,5026.0,3367.0,1100.0,260.0,108.0,610.0,20.0,0.0,73.0,1347.0,12.0,414.0,0.38,60.0,2017,,58.30808397659424,Poor,343.5542218659504,Unsuitable,558.611784191144,
Junagadh,Khokharda,8.16,1677.0,1124.0,510.0,88.0,70.0,141.0,1.1,0.0,134.0,319.0,60.0,194.0,0.3,110.0,2017,,44.30407067425666,Good,148.48812215010878,Unsuitable,211.01115770661374,
Junagadh,Khorada1,8.04,2698.0,1808.0,700.0,180.0,60.0,297.0,31.0,0.0,439.0,567.0,6.0,163.0,0.48,360.0,2017,,53.895774843779485,Poor,193.90415070702304,Unsuitable,158.3186252103912,
Junagadh,Khoras ahir,8.45,1235.0,827.0,300.0,32.0,53.0,160.0,1.2,72.0,171.0,149.0,11.0,157.0,1.0,260.0,2017,,76.26674970279193,Very Poor,104.93887741160334,Unsuitable,73.30216577751892,Fair
Junagadh,Kodinar1,8.19,2629.0,1761.0,580.0,56.0,107.0,340.0,0.7,0.0,268.0,682.0,34.0,92.0,0.75,220.0,2017,,72.66047290025399,Poor,200.62205097463567,Unsuitable,211.03449626789796,
Junagadh,Kukaswada,7.56,7866.0,5270.0,2350.0,740.0,120.0,700.0,2.4,0.0,61.0,2481.0,28.0,244.0,0.35,50.0,2017,,73.42049560065833,Poor,566.279747182243,Unsuitable,478.3041167768225,
Junagadh,Manketara,7.78,1700.0,1139.0,430.0,100.0,43.0,174.0,3.0,0.0,122.0,305.0,47.0,223.0,0.76,100.0,2017,,60.1819674180484,Poor,136.1707180379613,Unsuitable,158.2447428134942,
Junagadh,Mendarda1,8.13,1035.0,693.0,190.0,44.0,19.0,128.0,0.2,0.0,134.0,163.0,35.0,92.0,0.4,110.0,2017,,38.60516454895572,Good,82.89832920562525,Very Poor,304.3237014326908,
